"maf_causal","beta_causal","power_per_snp","mean_power","expected_hits","global_power"
0.465922417398542,-0.069372015582707,0.135644098849501,0.51310137452191,25.6550687260955,1
0.474830165319145,-0.04146010554533,0.0063241253378159,0.51310137452191,25.6550687260955,1
0.214455813914537,-0.284141574947774,0.999999999999806,0.51310137452191,25.6550687260955,1
0.43217905042693,0.0741467355622522,0.187607064950563,0.51310137452191,25.6550687260955,1
0.356698207557201,-0.10313802140074,0.650948089931166,0.51310137452191,25.6550687260955,1
0.307638379652053,0.0733978135174157,0.120304165119528,0.51310137452191,25.6550687260955,1
0.394635325856507,0.113587672498297,0.842371947834809,0.51310137452191,25.6550687260955,1
0.153866638895124,0.166811537421696,0.93003404676818,0.51310137452191,25.6550687260955,1
0.362796916160733,-0.0981311943224641,0.565121394674199,0.51310137452191,25.6550687260955,1
0.38202591361478,0.0813757645090342,0.272694722864362,0.51310137452191,25.6550687260955,1
0.283096710499376,-0.27670358707459,1,0.51310137452191,25.6550687260955,1
0.387644900660962,-0.126419059016481,0.947169909169527,0.51310137452191,25.6550687260955,1
0.47386889886111,-0.13712754422693,0.98968112781322,0.51310137452191,25.6550687260955,1
0.20217152973637,-0.389060302853958,1,0.51310137452191,25.6550687260955,1
0.284917129017413,0.00582131879902133,9.15328359718526e-06,0.51310137452191,25.6550687260955,1
0.476005809102207,0.0331975908464932,0.00182827576431932,0.51310137452191,25.6550687260955,1
0.49129057135433,-0.0581859898936536,0.0491181126525008,0.51310137452191,25.6550687260955,1
0.146994944661856,0.122181378267321,0.408963027920858,0.51310137452191,25.6550687260955,1
0.289998832624406,-0.117111715768979,0.777674142008058,0.51310137452191,25.6550687260955,1
0.324133098497987,-0.220504577368425,0.999999997789943,0.51310137452191,25.6550687260955,1
0.461612554918975,0.0697505503458408,0.13932836947171,0.51310137452191,25.6550687260955,1
0.155484067089856,-0.13075961998041,0.57305762789458,0.51310137452191,25.6550687260955,1
0.495556691568345,0.232723342687392,0.999999999999762,0.51310137452191,25.6550687260955,1
0.478667293023318,-0.069529474922196,0.138456133208784,0.51310137452191,25.6550687260955,1
0.132975023239851,0.105660573185433,0.165405888673621,0.51310137452191,25.6550687260955,1
0.305684713739902,0.0518796886338078,0.0148773528267939,0.51310137452191,25.6550687260955,1
0.256081386841834,-0.126319132380508,0.832844218382307,0.51310137452191,25.6550687260955,1
0.462295252364129,0.253935499740105,1,0.51310137452191,25.6550687260955,1
0.278787851240486,0.103606083177024,0.536253194782499,0.51310137452191,25.6550687260955,1
0.434401703998446,0.0144653275169523,5.96711223819213e-05,0.51310137452191,25.6550687260955,1
0.395038247108459,0.0445673832149788,0.00853871166387321,0.51310137452191,25.6550687260955,1
0.424422056507319,0.109470414653691,0.805587826992108,0.51310137452191,25.6550687260955,1
0.255243313126266,0.0144769693110182,4.19485737448433e-05,0.51310137452191,25.6550687260955,1
0.374067891761661,-0.482349782234515,1,0.51310137452191,25.6550687260955,1
0.101579335518181,0.0459101553178404,0.000742495629136086,0.51310137452191,25.6550687260955,1
0.433166432101279,-0.0591814963913428,0.051578052761195,0.51310137452191,25.6550687260955,1
0.10293365875259,0.0298507295617329,0.000127300159547206,0.51310137452191,25.6550687260955,1
0.183063589129597,0.0937634820192234,0.175151387206618,0.51310137452191,25.6550687260955,1
0.462640563119203,0.225573816715545,0.999999999995677,0.51310137452191,25.6550687260955,1
0.344711457379162,-0.117206350882315,0.846868079663354,0.51310137452191,25.6550687260955,1
0.251823696214706,0.209910539764253,0.999998110631449,0.51310137452191,25.6550687260955,1
0.274308633990586,0.0541234185827233,0.0158338681969677,0.51310137452191,25.6550687260955,1
0.114972413145006,0.167359877798378,0.784968254023679,0.51310137452191,25.6550687260955,1
0.48941596550867,0.148379504817396,0.998096174695108,0.51310137452191,25.6550687260955,1
0.272700499556959,0.116172722910553,0.733307508138337,0.51310137452191,25.6550687260955,1
0.48303063865751,-0.168103257464568,0.999950990730667,0.51310137452191,25.6550687260955,1
0.455101962201297,-0.0145339374137272,6.13315170180373e-05,0.51310137452191,25.6550687260955,1
0.355991507787257,0.100482725646176,0.601653060903831,0.51310137452191,25.6550687260955,1
0.488386644143611,-0.153664531036273,0.999216794357589,0.51310137452191,25.6550687260955,1
0.347535282932222,-0.0874792783465118,0.347570971161206,0.51310137452191,25.6550687260955,1
